,ISBN,Title,Author,Publishing Date,Category,Description
408,0451527372,,,,,
409,0872205428,The Essential Iliad,Homer,2000,Literary Criticism,"While preserving the basic narrative of the Iliad, this selection also highlights the epic's high poetic moments and essential mythological content, and will prove especially useful in surveys of world literature."
410,0143039954,The Odyssey,Homer,2006-10-31,Poetry,"Robert Fagles's stunning modern-verse translation-available at last in our black-spine classics line A Penguin Classic The Odyssey is literature's grandest evocation of everyman's journey through life. In the myths and legends that are retold here, renowned translator Robert Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery. This is an Odyssey to delight both the classicist and the general reader, and to captivate a new generation of Homer's students. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
411,0374525749,,,,,
412,0060931957,The Odyssey of Homer,Homer,1999-06,Fiction,The most eloquent translation of Homer's Odyssey into modern English.
413,0140449116,The Odyssey,Homer,2003-04-29,Poetry,"The epic tale of Odysseus’s journey home – one of the earliest and greatest works of Western literature If the Iliad is the world's greatest war epic, the Odyssey is literature's grandest evocation of an everyman's journey through life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces during his ten-year voyage home to Ithaca after the Trojan War is at once a timeless human story and an individual test of moral endurance. E. V. Rieu’s translation has long been beloved and celebrated by scholars and readers alike, and for this Penguin Classics edition, classicist D. C. H. Rieu has revised the work of his father. This edition also includes an introduction by Peter V. Jones. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
414,0451527364,The Odyssey,Homer,1999,Fiction,Presents in prose translation the story of Odysseus' return from the Trojan War to his homeland
415,086516584X,Vergil's Aeneid,Barbara Weiden Boyd,2004,Aeneas (Legendary character),
416,067499583X,Eclogues,Publius Vergilius Maro,2003,,
417,1891190237,City Eclogue,Ed Roberson,2006,American poetry,"""Ed Roberson was born and raised in Pittsburgh, Pennsylvania. In addition to writing poetry, he has pursued a variety of remarkable interests. He has worked as a limnologist (conducting research on inland and coastal fresh water systems in Alaska's Aleutian Islands and in Bermuda), and for a period he was employed as a diver for the Pittsburgh Aquazoo (training porpoises, among other things). He worked for a period in an advertising graphics agency and in the Pittsburgh steel mills. Twice Ed Roberson was a team member on the Explorers' Club of Pittsburgh's South American Expeditions, in which context he climbed mountains in the Peruvian and Ecuadorian Andes and explored the upper Amazonian jungle in eastern Ecuador. He has motorcycled across the USA, and traveled in Mexico, the Caribbean, and in Nigeria, West Africa. In recent years, he has been employed primarily as a teacher and as an academic administrator, most recently at Rutgers University and at Columbia College in Chicago.""--Publisher's website."
418,0192837680,The Eclogues ; The Georgics,Virgil,1999,Agriculture,"The Eclogues, ten short pastoral poems, were composed between approximately 42 and 39 BC, during the time of the 'Second' Triumvirate of Lepidus, Anthony, and Octavian. In them Virgil subtly blended an idealized Arcadia with contemporary history. To his Greek model - the Idylls ofTheocritus - he added a strong element of Italian realism: places and people, real or disguised, and contemporary events are introduced. The Eclogues display all Virgil's art and charm and are among his most delightful achievements.Between approximately 39 and 29 BC, years of civil strife between Antony, and Octavian, Virgil was engaged upon the Georgics. Part agricultural manual, full of observations of animals and nature, they deal with the farmer's life and give it powerful allegorical meaning. These four books containsome of Virgil's finest descriptive writing and are generally held to be his greatest and most entertaining work, and C. Day Lewis's lyrical translations are classics in their own right."
419,155832125X,Paul Kirk's Championship Barbecue Sauces,Paul Kirk,1997-12-03,Cooking,The author offers up 175 recipes that impart bold zesty flavor to every cut of meat!
420,0141000589,,,,,
421,0517092948,"William Shakespeare, the Complete Works",William Shakespeare,1975,Drama inglés,"Definitive, comprehensive, and handsome edition presents every one of Shakespeare's great plays-the Comedies, Tragedies and Histories-plus his poems and, of course, the Sonnets. All in one beautifully illustrated volume. B&W illustrations throughout. 1248 pages."
422,0521618746,Hamlet,William Shakespeare,2005-11-17,Juvenile Nonfiction,"This edition of Hamlet is part of the groundbreaking Cambridge School Shakespeare series established by Rex Gibson. Remaining faithful to the series' active approach it treats the play as a script to be acted, explored and enjoyed. As well as the complete script of the play, you will find a variety of classroom-tested activities, an eight-page colour section and a selection of notes including information on characters, performance, history and language."
423,1557831572,The Reduced Shakespeare Company's the Complete Works of William Shakespeare (abridged),Jess Borgeson,1994,Drama,"(Applause Books). The complete script to the critically acclaimed play. ""Shakespeare as written by Reader's Digest , acted by Monty Python, and performed at the speed of the minute waltz."" L.A. Herald"
424,006251279X,The Pilgrimage,Paulo Coelho,1995-05,Fiction,"This gorgeously repackaged international bestseller recounts the spectacular trials of Paulo Coelho and his mysterious mentor, Petrus, as they make their journey of discovery across Spain--on a legendary road that has been traveled by pilgrims since the Middle Ages."
425,0062513346,The Valkyries,Paulo Coelho,1996-08-02,Fiction,"A Magical Tale About Forgiving Our Past and Believing in Our Future The enchanting, true story of The Valkyries begins in Rio de Janeiro when author Paulo Coelho gives his mysterious master J., the only manuscript for his book The Alchemist. Haunted by a devastating curse, Coelho confesses to J., ""I′ve seen my dreams fall apart just when I seemed about to achieve them."" In response, J. gives Coelho a daunting task: He must find and speak with his guardian angel. ""The curse can be broken,"" he replies, ""if you complete the task."" Rising to the challenge, Paulo and his wife, Cristina, drop everything, pack their bags, and take off on a forty day adventure into the starkly beautiful and sometimes dangerous Mojave Desert where they encounter more than they bargained for. A masterful blend of the exotic locales, dramatic adventure, and magical storytelling, for which Coelho′s fictional works are renowned, this true-life account is at once a modern-day adventure and a metaphysical odyssey."
426,0060527986,Warrior of the Light,Paulo Coelho,2004-03-30,Fiction,"Warrior of the Light: A Manual is an inspirational companion to The Alchemist, an international bestseller that has beguiled millions of readers around the world. Every short passage invites us to live out our dreams, to embrace the uncertainty of life, and to rise to our own unique destiny. In his inimitable style, Paulo Coelho helps bring out the Warrior of the Light within each of us. He also shows readers how to embark upon the way of the Warrior: the one who appreciates the miracle of being alive, the one who accepts failure, and the one whose quest leads him to become the person he wants to be. Paulo Coelho is one of the most beloved storytellers of our time. Now, in the long-awaited companion to his first novel, Coelho presents a collection of philosophical stories that will delight and guide seekers everywhere."
427,0060832819,,,,,
428,0061122092,By the River Piedra I Sat Down and Wept,Paulo Coelho,2006-05-23,Fiction,"From Paulo Coelho, author of the international bestseller The Alchemist, comes a poignant, richly poetic story that reflects the depth of love and life. Rarely does adolescent love reach its full potential, but what happens when two young lovers reunite after eleven years? Time has transformed Pilar into a strong and independent woman, while her devoted childhood friend has grown into a handsome and charismatic spiritual leader. She has learned well how to bury her feelings . . . and he has turned to religion as a refuge from his raging inner conflicts. Now they are together once again, embarking on a journey fraught with difficulties, as long-buried demons of blame and resentment resurface after more than a decade. But in a small village in the French Pyrenees, by the waters of the River Piedra, a most special relationship will be reexamined in the dazzling light of some of life's biggest questions."
429,0060930136,,,,,
430,0061124265,Veronika Decides to Die,Paulo Coelho,2006-05-23,Fiction,"Twenty-four-year-old Veronika seems to have everything -- youth and beauty, boyfriends and a loving family, a fulfilling job. But something is missing in her life. So, one cold November morning, she takes a handful of sleeping pills expecting never to wake up. But she does -- at a mental hospital where she is told that she has only days to live. Inspired by events in Coelho's own life, Veronika Decides to Die questions the meaning of madness and celebrates individuals who do not fit into patterns society considers to be normal. Bold and illuminating, it is a dazzling portrait of a young woman at the crossroads of despair and liberation, and a poetic, exuberant appreciation of each day as a renewed opportunity."
431,0140714545,The Tragical History of Hamlet Prince of Denmark,William Shakespeare,1968,,
432,0764586033,,,,,
433,0764585681,CliffsComplete Hamlet,William Shakespeare,2000-05-29,Drama,"In the CliffsComplete guides, the novel's complete text and a glossary appear side-by-side with coordinating numbered lines to help you understand unusual words and phrasing. You'll also find all the commentary and resources of a standard CliffsNotes for Literature. CliffsComplete Hamlet covers details of the most widely produced and critiqued Shakespearean play. Written in poignant language, Hamlet contains all the elements necessary for a good tragedy, including a brave and daring hero who suffers a fatal flaw. Discover what happens to the complicated cast of characters — and save valuable studying time — all at once. Enhance your reading of Hamlet with these additional features: A summary and insightful commentary for each chapter Bibliography and historical background on the author, William Shakespeare A look at Early Modern England historical, intellectual, religious, and social context Insight into the play's classical elements and language A character map that graphically illustrates the relationships among the characters Review questions, a quiz, discussion guide, and activity ideas A Resource Center full of books, articles, films, and Web sites Streamline your literature study with all-in-one help from CliffsComplete guides!"
434,0879232153,Hamlet's Mill,Giorgio De Santillana,1969,"Body, Mind & Spirit",A seminal work of scientific and philosophical exploration. It argues that our myths are remnants of an ancient astronomy suppressed by the Greeks and Romans and later forgotten. On the way it challenges basic assumptions of Western science and our theories of how ancient knowledge was passed along.
435,0674991206,Thucydides: Books VII and VIII,Thucydides,1923,Greece,
436,0872201686,"On Justice, Power, and Human Nature",Thucydides,1993-01-01,History,"Designed for students with little or no background in ancient Greek language and culture, this collection of extracts from The History of the Peloponnesian War includes those passages that shed most light on Thucydides' political theory--famous as well as important but lesser-known pieces frequently overlooked by nonspecialists. Newly translated into spare, vigorous English, and situated within a connective narrative framework, Woodruff’s selections will be of special interest to instructors in political theory and Greek civilization. Includes maps, notes, glossary."
437,0674991222,History of the Peloponnesian War,Thucydide,1977,,
438,0872203948,The Peloponnesian War,Thucydides,1998-03-13,History,"Presents an English translation of the Greek text which provides an account of the people and events involved in the long, fifth-century conflict between Athens and Sparta, and includes notes, a glossary, and other resources."
439,0393971678,The Peloponnesian War,Thucydides,1998,History,"Thucydides' military and diplomatic acumen, his understanding of human psychology, and his narrative skill have shaped the writing of history for over two thousand years. ""Backgrounds and Contexts"" provides supplementary selections from Xenophon, Herodotus, Plato, Machiavelli, Hobbes, and twentieth-century journalist, Walter Karp. ""Interpretations"" includes richly varied assessments of Thucydides by Theodor Gomperz, Francis M. Cornford, Charles N. Chochrane, R. G. Collingwood, Albert Cook, Cynthia Farrar, Adam Parry, Glen Bowersock, Robert Gilpin, Michael Doyle, and Gregory Crane. The edition also includes fourteen maps, a chronology, a glossary, a selected bibliography, and an index."
440,0674991877,,,,,
441,0929524357,Thucydides Book VI,Cynthia W. Shelmerdine,1989,,"Supplement to Dover. Bryn Mawr Commentaries provide clear, concise, accurate, and consistent support for students making the transition from introductory and intermediate texts to the direct experience of ancient Greek and Latin literature. They assume that the student will know the basics of grammar and vocabulary and then provide the specific grammatical and lexical notes that a student requires to begin the task of interpretation. Hackett Publishing Company is the exclusive distributor of the Bryn Mawr Commentaries in North America, the United Kingdom, and Europe."
442,0226307808,Euripides,Euripides,2004,Greek drama (Tragedy),
443,0226307840,Euripides,Euripides,1968,Athens (Greece),"In nine paperback volumes, the Grene and Lattimore editions offer the most comprehensive selection of the Greek tragedies available in English. Over the years these authoritative, critically acclaimed editions have been the preferred choice of over three million readers for personal libraries and individual study as well as for classroom use."
444,0226307832,Euripides: Rhesus. The suppliant women. Orestes. Iphigenia in Aulis,Euripides,1958,Drama,"Each of the sixteen tragedies is preceded by notes on plot, theme, and characters"
445,1590171802,Grief Lessons,Euripides,2006,Greek drama (Tragedy),"Euripides, the last of the three great tragedians of ancient Athens, reached the height of his renown during the disastrous Peloponnesian War, when democratic Athens was brought down by its own outsized ambitions. “Euripides,” the classicist Bernard Knox has written, “was born never to live in peace with himself and to prevent the rest of mankind from doing so.” His plays were shockers: he unmasked heroes, revealing them as foolish and savage, and he wrote about the powerless—women and children, slaves and barbarians—for whom tragedy was not so much exceptional as unending. Euripides’ plays rarely won first prize in the great democratic competitions of ancient Athens, but their combustible mixture of realism and extremism fascinated audiences throughout the Greek world. In the last days of the Peloponnesian War, Athenian prisoners held captive in far-off Sicily were said to have won their freedom by reciting snatches of Euripides’ latest tragedies. Four of those tragedies are here presented in new translations by the contemporary poet and classicist Anne Carson. They areHerakles, in which the hero swaggers home to destroy his own family;Hekabe, set after the Trojan War, in which Hektor’s widow takes vengeance on her Greek captors;Hippolytos, about love and the horror of love; and the strange tragic-comedy fableAlkestis, which tells of a husband who arranges for his wife to die in his place. The volume also contains brief introductions by Carson to each of the plays along with two remarkable framing essays: “Tragedy: A Curious Art Form” and “Why I Wrote Two Plays About Phaidra.”"
446,0553213636,Ten Plays by Euripides,Euripides,1990-08-01,Drama,"The first playwright of democracy, Euripides wrote with enduring insight and biting satire about social and political problems of Athenian life. In contrast to his contemporaries, he brought an exciting--and, to the Greeks, a stunning--realism to the ""pure and noble form"" of tragedy. For the first time in history, heroes and heroines on the stage were not idealized: as Sophocles himself said, Euripides shows people not as they ought to be, but as they actually are."
447,0226307824,,,,,
448,0226307816,,,,,
449,0140449299,Medea and Other Plays,Euripides,2003-04-29,Drama,Four plays by the Greek dramatist who started to interpret human behavior without reference to the wisdom of gods.
450,0674995600,,,,,
451,0521643864,Euripides: Medea,Euripides,2002-08-15,Drama,"This up-to-date edition makes Euripides' most famous and influential play accessible to students of Greek reading their first tragedy as well as to more advanced students. The introduction analyzes Medea as a revenge-plot, evaluates the strands of motivation that lead to her tragic insistence on killing her own children, and assesses the potential sympathy of a Greek audience for a character triply marked as other (barbarian, witch, woman). A unique feature of this book is the introduction to tragic language and style. The text, revised for this edition, is accompanied by an abbreviated critical apparatus. The commentary provides morphological and syntactic help for inexperienced students and more advanced observations on vocabulary, rhetoric, dramatic techniques, stage action, and details of interpretation, from the famous debate of Medea and Jason to the 'unmotivated' entrance of Aegeus and the controversial monologue of Medea."
452,0140447261,The Bacchae and Other Plays,Euripides,2006-07-25,Drama,"The plays of Euripides have stimulated audiences since the fifth century BC. This volume, containing Phoenician Women, Bacchae, Iphigenia at Aulis, Orestes, and Rhesus completes the new editions of Euripides in Penguin Classics. Features a general introduction, individual prefaces to each play, chronology, notes, bibliography, and glossary"
453,0195125983,Bakkhai,Euripides,2001,Drama,"""Regarded by many as Euripides' masterpiece, Bakkhai examines both the horror and the beauty of the religious ecstasy that Dionysos brings to Thebes. His offer of closeness to nature and freedom from the constraints of civilization, especially for women, excites bitter resistance as well as fanatical acceptance."" ""Disguised as a young holy man and accompanied by his band of Asian worshipers, the god Dionysos arrives in Greece at Thebes, proclaims his godhood and his new religion, and drives the Theban women mad. When the Theban king, Pentheus, tries to imprison him, Dionysos afflicts Pentheus himself with madness and leads him, dressed as a bacchant, to the mountains, where his own mother, Agaue, and her companions tear him to pieces in an insane Bacchic frenzy."""
454,0413752801,Euripides Plays: 1,Euripides,2000,Drama,"""Always controversial, Euripides' plays are now celebrated for the subtlety of their characterisation and their unorthodox dramatic style. This volume contains three of his finest tragedies: Medea, the abandoned wife, who murders her own children; The Phoenician Women, a further twist in the story of Oedipus and Jocasta; and Bacchae, a macabre and complex play, about the power and irrationality of Dionysos. These translations are by David Thompson and J. Michael Walton"" -- Provided by publisher."
455,0486424626,The Trojan Women and Hippolytus,Euripides,2002-07-17,Drama,"Two literary classics of human self-understanding: The Trojan Women, one of the most powerful indictments of war ever written, and Hippolytus, a gripping depiction of the struggle to master human passion."
456,0393325830,The Bacchae of Euripides,Wole Soyinka,1974,Bacchantes,A wholly fresh interpretation of the timeless play by a Nobel Prize-winning author.
457,0192832603,,,,,
458,0674995333,Euripides,Euripides,1995,"Mythology, Greek",
459,0195061667,Alcestis,Euripides,1989,Drama,"A tragedy by the ancient Greek playwright Euripides, first produced at the Athens City Dionysia dramatic festival in 438 BCE (at which it won second prize). It is the oldest surviving work by Euripides, although at the time of its first performance he had already been producing plays for some 17 years. It presents the story of Alcestis, the wife of Admetus, who according to Greek mythology sacrificed her own life in order to bring her husband back from the dead."
460,067499566X,Fragmenta,Ευριπιδες,1998,Cyclopes (Greek mythology),"Euripides (c. 485-406 BCE) has been prized in every age for his emotional and intellectual drama. Eighteen of his ninety or so plays survive complete, including Medea, Hippolytus, and Bacchae, one of the great masterpieces of the tragic genre. Fragments of his lost plays also survive."
461,0195145666,Medea,Euripides,2006-08-10,Drama,Publisher Description
462,071563187X,Euripides: Medea,William Allan,2002-10-31,Literary Collections,"Euripides' ""Medea"" is one of the greatest and most influential Greek tragedies. This book outlines the development of the Medea myth before Euripides and explores his uniquely powerful version from various angles. There are chapters on the play's relationship to the gender politics of fifth-century Athens, Medea's status as a barbarian, and the complex moral and emotional impact of her revenge. Particular attention is paid to the tragic effect of Medea's great monologue and the significance of her role as a divine avenger. The book ends by considering the varied and fascinating reception of Euripides' play from antiquity to the present day."
463,0822004240,Medea and Electra,Robert J. Milch,1965,Cliffs notes,"The original CliffsNotes study guides offer expert commentary on major themes, plots, characters, literary devices, and historical background - all to help you gain greater insight into great works you're bound to study for school or pleasure. In CliffsNotes on Euripides' Electra & Medea, you explore two classic Greek tragedies by Euripides and discover how the playwright introduced many innovations into the drama of his time. Electra and Medea present enlightening psychological examinations of characters under extreme stress - namely the title characters: Electra, the daughter of Agamemnon who seeks revenge on her mother and uncle for murdering her father and forcing her to live in poverty; and Media, who seeks revenge against her husband Jason for betraying her and marrying another woman. In this study guide, you'll find Life of the Playwright, as well as character lists and Summaries and Commentaries of each play. You'll also find critical essays on the following topics: The background of the Greek tragedy Aristotle on tragedy Other works by Euripides Notes on the main characters of each play Classic literature or modern-day treasure - you'll understand it all with expert information and insight from CliffsNotes study guides."
464,0674995740,,,,,
465,0674996003,,,,,
466,0715629948,,,,,
467,0226307662,,,,,
468,0226307786,Aeschylus I,Aeschylus,1953,Drama,A brief discussion of the life of Aeschylus and the structure of early tragedy accompanies a translation of the three plays based on H. W. Smyth's Loeb Classical Library text
469,0226307948,Aeschylus II,David Grene,,Aeschylus,The Grene and Lattimore edition of the Greek tragedies has been among the most widely acclaimed and successful publications of the University of Chicago Press.--Amazon.com.
470,019513592X,The Oresteia,Aeschylus,2003,Drama,"""In this new translation the strangeness of the original Greek and its enduring human truth come alive in language that is remarkable for its unrelenting poetic intensity, its rich metaphorical texture, and a verbal density that can at times modulate into the simplest expressions."
471,0140443339,The Oresteia,Aeschylus,1984,Drama,"A trilogy of plays dramatizes the murder of Agamemnon by his wife, Clytaemnestra, the revenge of her son, Orestes, and his judgement by the court of Athena"
472,0872203905,Oresteia,Aeschylus,1998,Philosophy,"Aeschylus, the earliest of the great Attic tragedians, presented his Oresteia at Athens' City Dionysia festival in 458 BCE. Born in the last quarter of the sixth century, Aeschylus had fought with the victorious Greeks in one and probably both of the Persian Wars (190 and 480-79). He died around 456 at about seventy years of age in Gela, Sicily. His epitaph records his role as a soldier at Marathon, not his artistic achievements, but these were many. The author of more than seventy plays, he won his first of thirteen tragic victories in 484. Of these plays, only seven remain. The Oresteia is Aeschylus' only complete surviving trilogy; the satyr play with which it was first performed, Proteus, is lost. Peter Meineck has aimed to translate the Oresteia for the modern stage."
473,0140441123,Prometheus Bound and Other Plays,Aeschylus,1961-08-30,Drama,"Aeschylus (525–456 BC) brought a new grandeur and epic sweep to the drama of classical Athens, raising it to the status of high art. In Prometheus Bound the defiant Titan Prometheus is brutally punished by Zeus for daring to improve the state of wretchedness and servitude in which mankind is kept. The Suppliants tells the story of the fifty daughters of Danaus who must flee to escape enforced marriages, while Seven Against Thebes shows the inexorable downfall of the last members of the cursed family of Oedipus. And The Persians, the only Greek tragedy to deal with events from recent Athenian history, depicts the aftermath of the defeat of Persia in the battle of Salamis, with a sympathetic portrayal of its disgraced King Xerxes. Philip Vellacott’s evocative translation is accompanied by an introduction, with individual discussions of the plays, and their sources in history and mythology. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
474,0374527059,The Oresteia of Aeschylus,Aeschylus,2000-09-04,Drama,"Presents a modern translation of the ancient Greek trilogy which traces the chain of murder and revenge within the royal family of Argos, commissioned by the Royal National Theatre for performance in the Fall of 1999."
475,081221627X,"Aeschylus, 1",Aeschylus,1998,Drama,"From the Penn Greek Drama Series, this volume offers translations by David Slavitt of the great trilogy of the House of Atreus, telling of Agamemnon's murder at the hands of his wife, Clytemnestra, and her lover, Aegisthus, and of Electra's rebelliousness and Orestes's ultimate revenge."
476,0226307646,Complete Greek Tragedies,David Grene,1942,,
477,0521539811,,,,,
478,1400041929,The Oresteia,Aeschylus,2004-01-20,Drama,"Aeschylus's ancient Greek dramatic trilogy--the tragedies Agamemnon, Choephoroe, and Eumenides--chronicles the murder of Agamemnon by his wife in revenge for the sacrifice of their daughter Iphgeneia, Clytemnestra's killing by her son Orestes, and Orestes's resulting trial and acquittal."
479,0812216717,,,,,
480,0486292428,,,,,
481,1419150014,,,,,
482,0226307867,,,,,
483,0452011671,,,,,
484,0451527844,Sophocles,Sophocles,2001,Drama,"Collects the full texts of Sophocles' seven ancient Greek plays, including updated translations of ""Oedipus the King,"" ""Antigone,"" and ""The Women of Trachis,"" as well as stage directions and prefaces to each play."
485,015602764X,,,,,
486,0140444254,,,,,
487,0872205851,Theban Plays,Sophocles,2003-01-01,Literary Criticism,"This powerful new rendering of the plays of the Theban cycle includes, in addition to the translators' celebrated Oedipus Tyrannus, annotated new translations of Antigone and Oedipus at Colonus. Peter Meineck is Producing Artistic Director of The Aquila Theatre Co, Visiting Scholar at the Center for Ancient Studies, New York University and teacher of Greek Drama at the Tisch School for the Arts."
488,0679431322,The Theban Plays,Sophocles,1994-10-18,Drama,"The legends surrounding Oedipus of Thebes and his ill-fated offspring provide the subject matter for Sophocles’ three greatest plays, which together represent Greek drama at the pinnacle of its achievement. Oedipus the King, the most famous of the three, has been characterized by critics from Aristotle to Coleridge as the perfect exemplar of the art of tragedy, in its unforgettable portrayal of a man’s failed attempt to escape his fate. In Oedipus at Colonus, the blind king finds his final release from the sufferings the gods have brought upon him, and Antigone completes the downfall of the House of Cadmus through the actions of Oedipus’s magnificent and uncompromising daughter defending her ideals to the death. All three of The Theban Plays, while separate, self-contained dramas, draw from the same rich well of myth and showcase Sophocles’ enduring power. Translated by David Grene."
489,0140440283,,,,,
490,0192835882,,,,,
491,1580495931,Oedipus Rex,Sophocles,2005,Literary Criticism,"To make Oedipus more accessible for the modern reader, our Prestwick House Literary Touchstone Edition? includes a glossary of the more difficult words, as well as convenient sidebar notes to enlighten the reader on aspects that may be confusing or overlooked. We hope that the reader may, through this edition, more fully enjoy the beauty of the verse, the wisdom of the insights, and the impact of the drama.Sophocles? Oedipus Rex has never been surpassed for the raw and terrible power with which its hero struggles to answer the eternal question, ""Who am I?"" The play, a story of a king who?acting entirely in ignorance?kills his father and marries his mother, unfolds with shattering power; we are helplessly carried along with Oedipus towards the final, horrific truth.This vibrant, new translation invites its readers to lose themselves in the unfolding of this tragic tale?as suspenseful as a detective mystery, yet with an outcome long ago determined by Fate."
492,0451621603,The Oedipus Plays of Sophocles,Sophocles,1958,Antigone (Greek mythology),
493,0521617359,,,,,
494,1416500332,Oedipus the King,Sophocles,2005-07,Drama,Frequently reprinted with the same ISBN but with slightly varying bibliographical details.
495,0452007178,Four Plays by Aristophanes,Aristophanes,1984-11,Drama,"Classic Greek plays offer a caricature of Socrates, a flawed utopia, a clever plan to gain peace, and a debate between deceased playwrights"
496,0415907446,,,,,
497,0553213431,The Complete Plays of Aristophanes,Aristophanes,1962,Drama,"Background information and brief introductions accompany eleven satiric plays by the fifth century B.C. playwright, in an anthology that contains such classic and inventive works as The Birds, The Frogs, and Lysistrata. Reissue."
498,0812234561,,,,,
499,0872203611,,,,,
500,0140448144,Lysistrata and Other Plays,Aristophanes,2003-04-29,Drama,"Three plays by the comedian of Ancient Greece Writing at the time of political and social crisis in Athens, Aristophanes was an eloquent yet bawdy challenger to the demagogue and the sophist. The Achanians is a plea for peace set against the background of the long war with Sparta. In Lysistrata a band of women tap into the awesome power of sex in order to end a war. The darker comedy of The Clouds satirizes Athenian philosophers, Socrates in particular, and reflects the uncertainties of a generation in which all traditional religious and ethical beliefs were being challenged. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
501,1585100870,,,,,
502,0199120099,,,,,
503,0674995376,,,,,
504,0140441522,,,,,
505,0156027658,,,,,
506,0674995961,,,,,
507,0822007762,,,,,
508,0198721595,,,,,
509,0451616227,,,,,
510,0198140819,Aristophanes' Peace,Aristophanes,1998,Drama,"Aristophanes' Peace was performed at the City Dionysia in Athens in 421 B.C. as a decade-long war with Sparta seemed finally to be drawing to an end, and is one of only eleven extant plays by the greatest Old Comic poet. Olson's edition of the play, which replaces Platnauer's of 1969, is based on a complete new collation of the manuscripts, many of which have never been adequately reported before. The extensive commentary explores matters of all sorts, but it focuses in particular on the realities of daily life in classical Athens and also examines the practical problems of staging. The substantial introduction includes essays on Aristophanes' early career, the politics of the Greek world in the late 420s, and the poet's theology."
511,0872206033,,,,,
512,0140443320,,,,,
513,0521774330,Genres in Dialogue,Andrea Wilson Nightingale,2000-04-13,Literary Collections,"This 1995 book takes as its starting point Plato's incorporation of specific genres of poetry and rhetoric into his dialogues. The author argues that Plato's 'dialogues' with traditional genres are part and parcel of his effort to define 'philosophy'. Before Plato, 'philosophy' designated 'intellectual cultivation' in the broadest sense. When Plato appropriated the term for his own intellectual project, he created a new and specialised discipline. In order to define and legitimise 'philosophy', Plato had to match it against genres of discourse that had authority and currency in democratic Athens. By incorporating the text or discourse of another genre, Plato 'defines' his new brand of wisdom in opposition to traditional modes of thinking and speaking. By targeting individual genres of discourse Plato marks the boundaries of 'philosophy' as a discursive and as a social practice."
514,1400032717,,,,,
515,0316156507,,,,,
516,0743482778,,,,,
517,0743271327,,,,,
518,0142000280,Getting Things Done,David Allen,2001,Business & Economics,ALLEN/GETTING THINGS DONE
519,1576751724,,,,,
520,843392463X,,,,,
521,8433968777,,,,,
522,1862076650,Money to Burn,Ricardo Piglia,2004,Bank robberies,"""Based on original reports and witness statements, Money to Burn tells the story of a gang of bandits who, fancying themselves as urban guerrillas, raided a bank in downtown Buenos Aires. They escaped with millions in cash but six weeks later found their hideout surrounded by three hundred military police, journalists and TV cameras. The subsequent siege and its shocking outcome have become a Latin American legend.""--BOOK JACKET."
523,8433924710,,,,,
524,8433924621,Plata quemada,Ricardo Piglia,2000,Fiction,"""Esta novela cuenta una historia real. Se trata de un caso de la cronica policial que tuvo como escenarios Buenos Aires y Montevideo en 1965. En septiembre de ese ano una banda asalta un banco en San Fernando, provincia de Buenos Aires. Tambien participan varios politicos y policias que se haran con su parte del botin una vez que el robo haya funcionado. El plan se cumple. Sin embargo, en la huida, los maleantes deciden traicionar a sus socios y escapar con toda la plata. La policia no lo va a permitir. Ricardo Piglia tuvo acceso a materiales confidenciales. El ritmo de Plata quemada es implacable, no da tregua ni concede nada. Es dura y conmovedora, deslumbrante y verdadera."""
525,0321317106,,,,,
526,0321365208,Essentials of American and Texas Government 2006,Karen O'Connor,2006,Texas,"Working with your hands, you can clear your heart. In this joyful, down-to-earth novel, Wally and Juke seek clarity and good wood while building a mansion for a billionaire. When carpenters work for bigshots - and fall for strong-minded women - who gets nailed? From love of tools to falling in love, each house is a miracle. ""Funny, very tender, and enormously, tremendously human.""-Bookslut"
527,8432216429,,,,,
528,1565480848,,,,,
529,0679783199,,,,,
530,1565481240,,,,,
531,0520227573,,,,,
532,0024021504,,,,,
533,0872201864,,,,,
534,0143035983,,,,,
535,0192854526,,,,,
