,bookid,title,authors,average_rating,isbn,isbn13,language_code,publication_date,publisher,title2,author2,genre,multiple_authors,n_authors,authors_list,main_author,max_pages,total_reviews,avg_numpages_author,n_pages_vs_avg_auth,avg_numpages_publisher,n_pages_vs_avg_pub,rating_vs_avg_auth,avg_rating_publisher,rating_vs_avg_pub,rating_vs_mode,pub_month,pub_year,pub_month_text,season,season_num,language_code_ENgroup,ratings_count_category,ratings_count_category_T,text_reviews_count_category,text_reviews_count_category_T,log_total_reviews,total_reviews_category,total_reviews_category_T,language_code_T,language_code_ENgroup_T,num_pages_cat,max_pages_cat,num_pages_cat_T,max_pages_cat_T,average_rating_cat,average_rating_cat_T
1510,9078,6161,5839,132,4305,4326,3,555,1481,6002,4066,23,0,0,5840,3957,390,4716,392,136,640,92,30,86,43,132,11,52,11,0,3,1,0,4,0,3,4814,0,4,22,0,2,2,2,2,1,3
1236,8187,6162,4346,82,8863,8867,4,2512,1613,6004,3000,23,0,0,4367,2911,240,98,412,82,578,60,23,77,32,82,1,68,10,0,3,1,0,4,2,2,3319,0,4,13,0,2,2,2,2,1,3
8166,5715,6163,4437,100,2117,2137,3,2343,1330,6005,3057,9,0,0,4460,2960,408,4360,885,89,598,100,26,85,35,100,3,67,2,3,0,1,3,3,2,2,2850,3,3,22,0,2,2,2,2,1,3
2948,237,6164,2876,46,6237,6254,4,2079,2074,6006,1931,2,0,0,2915,1867,401,2496,1016,76,667,92,13,76,23,46,1,66,10,0,3,1,0,4,0,3,4257,0,4,13,0,2,2,2,2,2,2
8463,6011,6165,6156,151,1837,1858,4,1844,2134,5820,4226,23,1,11,6155,4115,656,4897,968,136,570,170,34,95,45,151,9,65,5,2,2,1,2,2,1,1,785,2,2,13,0,0,0,3,3,1,3
4098,1413,6166,4598,110,8597,8603,4,2802,1228,6007,3160,23,0,0,4612,3067,371,2950,721,92,541,96,23,97,34,110,0,70,4,3,0,1,3,3,2,2,2150,3,3,13,0,2,2,2,2,1,3
8329,5879,6167,1036,89,2897,2916,4,1676,1210,6008,828,4,1,11,1083,707,727,3219,1142,124,1024,91,24,97,29,89,10,64,1,2,2,1,0,4,0,3,4466,0,4,13,0,0,0,3,3,1,3
3122,405,6168,4558,107,2823,2842,4,2569,2019,6009,3130,23,0,0,4573,3040,425,1616,805,99,609,103,23,88,36,107,0,69,4,3,0,1,2,2,1,1,201,2,2,13,0,2,2,2,2,1,3
6771,4217,6169,3127,118,2762,2781,3,3304,637,6010,2117,23,1,11,3162,2048,588,3631,545,174,478,165,31,106,34,118,5,72,7,1,1,1,3,3,2,2,2495,3,3,22,0,0,0,3,3,1,3
482,1605,6170,5392,140,1732,1753,4,110,1958,6011,3763,23,1,26,5394,3665,294,3705,418,99,677,67,33,104,40,140,7,34,8,1,1,1,3,3,1,1,2536,3,3,13,0,2,2,2,2,1,3
3203,487,6171,4427,148,5481,5497,4,676,218,6014,3048,23,1,11,4445,2954,616,3675,1021,120,874,112,27,99,43,148,0,55,4,3,0,1,1,1,1,1,50,1,1,13,0,0,0,3,3,1,3
4248,1573,6172,3151,82,6470,6486,3,2458,473,6015,2131,8,0,0,3187,2062,596,731,313,236,806,119,10,83,30,82,9,68,5,2,2,1,3,3,1,1,1153,3,3,22,0,0,0,3,3,1,3
10552,8279,6173,4115,115,2137,2157,4,3262,1792,6016,2833,20,0,0,4134,2747,382,4421,658,100,820,73,27,89,37,115,0,72,4,3,0,1,1,1,1,1,69,1,1,13,0,2,2,2,2,1,3
1199,7767,6174,1563,105,7878,7887,3,3536,1821,6018,1093,25,0,0,1610,1081,171,902,63,122,50,122,22,98,33,105,10,82,1,2,2,1,2,2,1,1,146,2,2,22,0,1,1,1,1,1,3
1198,7761,6175,5740,125,466,490,4,3512,828,6017,2924,2,0,0,5741,3884,333,3417,513,100,631,79,27,87,40,125,3,78,2,3,0,1,3,3,1,1,2387,3,3,13,0,2,2,2,2,1,3
1365,8937,6176,5025,101,5769,5785,3,2272,697,6019,3480,23,1,11,46,3388,461,4089,771,111,625,110,20,87,34,101,10,67,1,2,2,1,1,1,1,1,60,1,1,22,0,2,2,2,2,1,3
2762,51,6177,6185,162,5906,5922,4,319,1527,6022,4241,10,1,11,6185,4130,270,2133,318,103,644,63,26,105,45,162,10,46,1,2,2,1,2,2,1,1,251,2,2,13,0,2,2,2,2,1,3
7051,4507,6178,4404,114,6758,6774,4,1648,1889,6023,3034,19,1,25,4423,2942,38,1483,26,100,18,100,27,86,38,114,7,64,8,1,1,1,1,1,4,0,19,1,1,13,0,1,1,1,1,1,3
9533,7167,6179,861,146,5482,5498,4,836,870,6024,586,28,0,0,912,571,697,813,618,196,771,148,30,109,40,146,5,57,7,1,1,1,3,3,1,1,1186,3,3,13,0,0,0,3,3,1,3
8635,6177,6180,2188,113,5676,5692,4,1781,2019,6025,1474,26,1,11,2230,1436,248,4352,626,66,609,60,25,88,37,113,5,65,7,1,1,1,0,4,0,3,4735,0,4,13,0,2,2,2,2,1,3
8258,5808,6181,4971,69,8276,8285,4,3241,254,6026,3433,19,0,0,4981,3347,316,366,465,100,908,53,27,86,26,69,2,71,9,0,3,1,3,3,1,1,1018,3,3,13,0,2,2,2,2,2,2
1360,8930,6182,1404,111,8517,8525,3,2237,549,6027,981,2,0,0,1451,979,146,5098,429,56,79,100,29,82,38,111,9,67,5,2,2,1,2,2,1,1,846,2,2,22,0,1,1,1,1,1,3
1359,8929,6183,1404,109,8535,8543,4,2650,549,6028,981,2,0,0,1451,979,146,2814,429,56,79,100,28,82,38,109,7,69,8,1,1,1,2,2,1,1,338,2,2,13,0,1,1,1,1,1,3
6333,3767,6184,102,139,89,113,4,188,1134,6029,3766,22,0,0,157,57,527,4748,1033,100,847,100,27,111,38,139,4,41,3,3,0,1,5,0,4,0,8,5,0,13,0,0,0,3,3,1,3
5653,3042,6185,4118,139,25,49,4,1558,837,6030,2837,14,0,0,4137,2750,367,2322,706,93,271,136,28,101,40,139,2,63,9,0,3,1,3,3,2,2,1844,3,3,13,0,2,2,2,2,1,3
1713,9269,6186,546,105,6866,6881,4,1095,1086,6035,356,0,0,0,597,349,213,1,187,100,108,118,27,94,34,105,6,60,0,1,1,1,5,0,4,0,1,5,0,13,0,1,1,1,1,1,3
9330,6955,6187,3331,105,8773,8778,4,2876,350,6036,2274,22,0,0,3359,2195,227,1927,369,82,243,90,28,87,35,105,7,70,8,1,1,1,1,1,4,0,23,1,1,13,0,1,1,1,1,1,3
2651,10221,6188,4437,133,7306,7320,4,523,1907,6037,3057,8,0,0,4460,2960,494,1563,885,109,852,93,34,82,44,133,4,52,3,3,0,1,4,5,0,3,5075,4,5,13,0,0,0,3,3,1,3
6318,3752,6189,5051,139,9608,9608,3,2276,1612,6038,3495,23,0,0,5058,3404,796,1302,1196,127,1029,100,29,111,38,139,11,67,11,0,3,1,2,2,1,1,176,2,2,22,0,0,0,3,3,1,3
1029,6534,6190,3821,97,5314,5332,4,3159,1411,6039,2622,20,0,0,3842,2538,584,2968,1125,100,610,144,27,81,35,97,10,71,1,2,2,1,0,4,0,3,4398,0,4,13,0,0,0,3,3,1,3
6564,3995,6191,5287,103,5885,5901,4,3108,1752,6040,3683,9,0,0,5291,3590,442,1072,786,105,473,123,27,101,31,103,7,71,8,1,1,1,4,5,0,3,5032,4,5,13,0,2,2,2,2,1,3
7346,4830,6192,1996,154,932,955,4,1513,1417,6041,1366,28,1,11,2037,1338,338,854,427,113,720,73,35,93,46,154,10,63,1,2,2,1,3,3,1,1,1203,3,3,13,0,2,2,2,2,1,3
662,3127,6193,4088,84,2087,2107,4,3093,1458,6042,2812,28,0,0,4107,2724,389,3626,693,99,666,89,23,88,30,84,6,71,0,1,1,1,3,3,2,2,2492,3,3,13,0,2,2,2,2,1,3
5595,2966,6194,13,162,7919,7928,4,654,1065,359,12,23,1,11,68,12,924,430,845,233,13,85,28,124,40,162,1,54,10,0,3,1,3,3,1,1,1040,3,3,13,0,0,0,3,3,1,3
8095,5640,6195,2662,89,999,1022,3,2550,1411,6043,1760,9,0,0,2703,1700,501,2547,905,109,610,123,29,81,33,89,3,68,2,3,0,1,2,2,1,1,301,2,2,22,0,0,0,3,3,1,3
6905,4358,6196,4398,106,4557,4578,4,2970,1006,6043,3029,26,0,0,4418,2938,956,4444,920,23,750,23,22,88,36,106,11,70,11,0,3,1,3,3,2,2,2887,3,3,13,0,1,1,1,1,1,3
6941,4394,6197,5251,131,3210,3229,4,3339,493,6044,3661,9,0,0,5257,3566,375,3471,644,99,400,115,33,101,38,131,8,72,6,2,2,1,3,3,2,2,2413,3,3,13,0,2,2,2,2,1,3
8770,6316,6198,4317,93,6418,6434,4,3390,1783,6046,2983,26,0,0,4337,2888,635,3873,1272,89,632,155,20,59,40,93,5,73,7,1,1,1,1,1,1,1,55,1,1,13,0,0,0,3,3,1,3
5705,3104,6199,4476,118,2031,2051,4,3258,1793,6047,3202,9,0,0,4493,2976,358,3689,1081,63,611,87,28,97,36,118,3,71,2,3,0,1,2,2,1,1,488,2,2,13,0,2,2,2,2,1,3
4722,2081,6200,5420,69,6794,6809,4,3305,1153,6049,3776,4,1,30,5423,3675,199,3720,171,100,226,83,27,86,26,69,5,72,7,1,1,1,1,1,1,1,51,1,1,13,0,1,1,1,1,2,2
10216,7923,6201,5079,107,4755,4776,4,2406,421,6050,3523,8,0,0,5088,3431,528,1690,762,130,741,114,25,104,32,107,6,68,0,1,1,1,2,2,1,1,208,2,2,13,0,0,0,3,3,1,3
9443,7075,6202,5558,136,4654,4675,4,1992,319,6051,3853,2,0,0,5561,3755,484,2181,953,100,538,127,27,91,42,136,6,66,0,1,1,1,2,2,1,1,257,2,2,13,0,0,0,3,3,1,3
7479,4969,6203,4053,121,6239,6256,3,2425,167,6052,2790,10,1,11,4072,2699,582,1641,942,122,921,95,26,94,38,121,7,68,8,1,1,1,3,3,1,1,1526,3,3,22,0,0,0,3,3,1,3
8354,5904,6204,2384,164,8830,8835,4,2133,281,6054,1594,23,0,0,2425,1543,548,3912,1073,100,864,100,27,136,38,164,0,67,4,3,0,1,3,3,2,2,2631,3,3,13,0,0,0,3,3,1,3
3696,984,6205,1153,111,3609,3629,4,2787,225,9052,4050,14,1,20,1201,780,411,125,773,98,571,103,25,87,37,111,3,69,2,3,0,1,0,4,2,2,3332,0,4,13,0,2,2,2,2,1,3
4802,2159,6206,1237,122,6299,6316,4,3244,1486,6055,854,19,0,0,1285,850,449,1817,1009,87,765,93,28,88,40,122,2,71,9,0,3,1,2,2,1,1,220,2,2,13,0,2,2,2,2,1,3
5938,3345,6207,6089,95,3456,3475,4,3353,1544,6057,4197,14,0,0,6090,4089,429,1304,620,116,932,68,22,97,30,95,10,72,1,2,2,1,0,4,0,3,3842,0,4,13,0,2,2,2,2,1,3
4187,1506,6208,3972,84,3308,3327,3,3197,2058,6056,2721,2,0,0,3991,2637,361,2733,583,101,347,118,21,86,30,84,11,71,11,0,3,1,0,4,0,3,4328,0,4,22,0,2,2,2,2,1,3
8807,6352,6209,2835,138,5811,5827,4,249,2107,6058,1894,20,0,0,2874,1836,543,2122,1063,100,406,168,27,96,41,138,10,43,1,2,2,1,1,1,4,0,25,1,1,13,0,0,0,3,3,1,3
8344,5894,6210,2006,107,802,826,4,2897,109,6059,1368,23,0,0,2050,1340,309,3846,627,83,865,55,24,83,37,107,8,70,6,2,2,1,3,3,2,2,2608,3,3,13,0,2,2,2,2,1,3
4552,1904,6211,4467,131,9057,9060,4,2756,865,6060,3070,9,0,0,4489,2971,320,3733,480,99,411,96,24,94,40,131,1,69,10,0,3,1,2,2,1,1,497,2,2,13,0,2,2,2,2,1,3
10349,8058,6212,1600,131,4738,4759,4,1678,418,6061,1128,9,0,0,1647,1115,528,3294,1037,100,723,117,27,104,38,131,10,64,1,2,2,1,1,1,1,1,42,1,1,13,0,0,0,3,3,1,3
7396,4881,6213,2434,120,1076,1099,4,283,1417,6062,1616,2,1,11,2474,1564,279,2499,453,89,720,60,27,93,38,120,0,45,4,3,0,1,3,3,2,2,1926,3,3,13,0,2,2,2,2,1,3
2098,9647,6214,1794,106,8585,8591,4,1792,88,6063,1255,28,1,11,1836,1234,101,2884,59,100,326,49,27,116,29,106,6,65,0,1,1,1,3,3,2,2,2122,3,3,13,0,1,1,1,1,1,3
9647,7311,6215,431,116,2864,2883,4,3001,1570,6064,274,16,0,0,484,273,304,4691,438,100,343,100,27,88,38,116,2,70,9,0,3,1,2,2,1,1,723,2,2,13,0,2,2,2,2,1,3
11043,8798,6216,2188,109,2770,2789,4,1993,52,8524,1474,2,1,11,2230,1436,267,4818,626,71,593,65,24,81,38,109,6,66,0,1,1,1,0,4,0,3,4831,0,4,13,0,2,2,2,2,1,3
8942,6502,6217,4641,99,5331,5349,4,550,2012,6065,3210,23,1,11,4653,3105,451,1366,870,100,708,100,27,71,38,99,9,52,5,2,2,1,2,2,1,1,181,2,2,13,0,2,2,2,2,1,3
5942,3349,6218,1524,103,9675,9675,4,2720,1831,6066,1061,8,1,20,1571,1048,241,478,262,100,483,66,27,101,31,103,11,69,11,0,3,1,2,2,1,1,123,2,2,13,0,2,2,2,2,1,3
9803,7471,6219,3793,123,3656,3676,4,3248,225,6067,2596,25,0,0,3814,2515,333,3935,385,117,571,84,32,87,40,123,3,71,2,3,0,1,3,3,2,2,2641,3,3,13,0,2,2,2,2,1,3
10987,8742,6220,5158,115,8281,8290,4,3022,540,6068,3586,9,0,0,5169,3493,247,4060,274,101,791,49,23,101,35,115,3,70,2,3,0,1,2,2,1,1,570,2,2,13,0,2,2,2,2,1,3
1569,9139,6221,4516,165,5817,5833,4,690,2108,5,4015,9,1,11,4533,3007,370,298,622,100,498,100,27,137,38,165,6,55,0,1,1,1,3,3,2,2,995,3,3,13,0,4,4,0,0,1,3
3164,445,6222,4808,158,10282,10281,4,488,404,6069,3316,22,0,0,4819,3221,956,903,1430,100,1102,100,27,130,38,158,8,51,6,2,2,1,3,3,1,1,1221,3,3,13,0,1,1,1,1,1,3
10143,7844,6223,2925,122,9564,9564,4,1674,738,6070,1958,23,0,0,2964,1906,745,607,777,186,412,236,38,92,38,122,10,64,1,2,2,1,0,4,2,2,3559,0,4,13,0,0,0,3,3,1,3
9822,7494,6224,2840,170,7848,7858,3,3261,774,6071,1898,19,1,11,2879,1841,494,3122,978,100,787,100,27,142,38,170,0,72,4,3,0,1,1,1,4,0,39,1,1,22,0,0,0,3,3,1,3
8209,5758,6225,1742,130,2497,2516,4,2699,171,6072,1212,9,0,0,1787,1194,631,881,857,144,719,141,27,85,42,130,10,69,1,2,2,1,0,4,2,2,3672,0,4,13,0,0,0,3,3,1,3
9333,6959,6226,5626,87,145,169,4,899,842,6073,3917,23,0,0,5627,3810,713,5013,1235,107,601,18,24,87,31,87,3,57,2,3,0,1,5,0,4,0,9,5,0,13,0,1,1,1,1,1,3
2367,9929,6227,5794,83,8995,8998,4,2505,431,6074,4036,20,0,0,5794,3922,498,1490,988,100,398,155,27,64,36,83,11,68,11,0,3,1,3,3,1,1,1464,3,3,13,0,0,0,3,3,1,3
8975,6545,6228,790,93,5899,5915,4,2872,41,6075,541,9,0,0,840,525,178,2539,156,95,98,104,38,96,30,93,6,70,0,1,1,1,5,0,4,0,3,5,0,13,0,1,1,1,1,1,3
9103,6685,6229,5852,121,755,779,4,2302,109,6076,4077,2,0,0,5852,3967,678,4714,1018,133,865,125,32,83,41,121,1,67,10,0,3,1,3,3,2,2,3017,3,3,13,0,0,0,3,3,1,3
9991,7679,6230,4574,121,6220,6237,4,2425,1486,6078,3144,19,0,0,4588,3053,548,1246,1073,100,765,115,27,88,39,121,7,68,8,1,1,1,2,2,1,1,171,2,2,13,0,0,0,3,3,1,3
9029,6606,6231,69,97,5437,5455,4,1114,1486,6077,44,22,0,0,126,43,848,1709,655,239,765,187,26,88,33,97,8,60,6,2,2,1,1,1,4,0,21,1,1,13,0,0,0,3,3,1,3
9028,6605,6232,69,91,2614,2633,4,3183,488,6079,44,9,0,0,126,43,446,2874,655,118,730,97,24,89,31,91,11,71,11,0,3,1,1,1,4,0,35,1,1,13,0,2,2,2,2,1,3
9018,6593,6233,69,72,2613,2632,4,3183,488,6079,44,9,0,0,126,43,428,4177,655,112,730,92,19,89,26,72,11,71,11,0,3,1,1,1,4,0,62,1,1,13,0,2,2,2,2,2,2
9017,6592,6234,69,94,2615,2634,4,3183,488,6079,44,9,0,0,126,43,414,2874,655,109,730,89,25,89,32,94,11,71,11,0,3,1,1,1,4,0,35,1,1,13,0,2,2,2,2,1,3
8267,5817,6235,3367,131,7347,7361,4,2849,1327,6082,2300,23,1,4,3393,2221,265,1365,322,100,357,85,27,84,43,131,5,70,7,1,1,1,3,3,1,1,1408,3,3,13,0,2,2,2,2,1,3
9078,6660,6236,2601,157,6498,6514,4,3027,537,6081,2327,23,1,28,2640,1666,197,955,302,79,207,86,31,110,43,157,3,70,2,3,0,1,2,2,1,1,150,2,2,13,0,1,1,1,1,1,3
1366,8938,6237,1965,118,2454,2473,4,1632,488,6086,1350,13,0,0,2008,1323,162,2279,698,44,730,37,22,89,38,118,6,64,0,1,1,1,2,2,1,1,268,2,2,13,0,1,1,1,1,1,3
8231,5783,6238,4071,114,9246,9249,4,3219,465,6083,3612,13,1,28,4090,2714,333,2785,513,100,233,135,27,87,38,114,1,71,10,0,3,1,2,2,1,1,334,2,2,13,0,2,2,2,2,1,3
9099,6681,6239,1138,115,8811,8816,4,2582,464,6084,838,4,1,16,1186,766,257,5192,301,100,54,169,27,76,41,115,0,69,4,3,0,1,2,2,1,1,879,2,2,13,0,2,2,2,2,1,3
8993,6565,6240,5695,83,9970,9971,7,1672,256,6088,3960,23,1,20,5694,3852,371,4480,1036,69,878,65,17,86,30,83,10,64,1,2,2,4,1,1,4,0,71,1,1,21,4,2,2,2,2,1,3
9110,6693,6241,1020,147,6496,6512,4,2857,535,6081,712,23,1,20,1068,696,370,95,622,100,1092,35,27,107,41,147,6,70,0,1,1,1,2,2,4,0,104,2,2,13,0,4,4,0,0,1,3
9081,6663,6242,1072,156,2489,2508,4,2988,486,6093,2633,13,1,25,1120,731,296,4303,286,120,526,78,29,102,44,156,1,70,10,0,3,1,2,2,1,1,623,2,2,13,0,2,2,2,2,1,3
9097,6679,6243,1073,124,2488,2507,4,2195,486,6094,762,23,1,11,1121,731,261,2981,286,105,526,68,22,102,37,124,6,67,0,1,1,1,2,2,4,0,362,2,2,13,0,2,2,2,2,1,3
9092,6674,6244,5967,138,2490,2509,4,2507,486,7993,4134,23,1,11,5966,4020,232,1768,162,117,526,61,30,102,40,138,11,68,11,0,3,1,2,2,1,1,216,2,2,13,0,1,1,1,1,1,3
9088,6670,6245,5966,134,2491,2510,4,2759,486,6081,4134,23,0,0,5968,4020,261,1788,162,131,526,68,29,102,39,134,1,69,10,0,3,1,2,2,1,1,218,2,2,13,0,2,2,2,2,1,3
9086,6668,6246,3023,111,8815,8820,4,2499,464,7078,2030,4,1,11,3059,1975,108,5149,103,88,54,98,23,76,40,111,11,68,11,0,3,1,2,2,1,1,861,2,2,13,0,1,1,1,1,1,3
9101,6683,6247,3021,130,9234,9237,4,2935,464,4908,2030,4,1,11,3058,1975,187,3698,103,115,54,129,27,76,45,130,10,70,1,2,2,1,2,2,1,1,490,2,2,13,0,1,1,1,1,1,3
9102,6684,6248,3022,136,9238,9241,4,3089,464,7682,2031,13,1,20,3057,1975,146,3409,103,99,54,111,29,76,46,136,6,71,0,1,1,1,2,2,1,1,433,2,2,13,0,1,1,1,1,1,3
9095,6677,6249,3024,137,9243,9246,4,3164,464,2194,3060,4,1,20,3060,1975,146,3424,103,99,54,111,29,76,47,137,10,71,1,2,2,1,2,2,1,1,436,2,2,13,0,1,1,1,1,1,3
9111,6694,6250,5968,104,9244,9247,4,3175,464,6087,1855,8,1,1,5967,4020,910,1430,162,52,54,68,22,76,38,104,10,71,1,2,2,1,2,2,1,1,186,2,2,13,0,1,1,1,1,1,3
9108,6691,6251,5276,108,8816,8821,4,2476,464,888,3675,13,1,20,5282,3582,956,4303,1430,100,54,74,27,76,39,108,10,68,1,2,2,1,2,2,1,1,623,2,2,13,0,1,1,1,1,1,3
9112,6695,6252,5124,77,9236,9239,4,3065,464,483,1824,4,1,20,5131,3459,83,872,45,100,54,92,27,76,31,77,4,71,3,3,0,1,2,2,1,1,144,2,2,13,0,1,1,1,1,1,3
9091,6673,6253,5741,94,9247,9250,4,3231,464,3371,4103,13,1,11,5742,3885,146,688,96,100,54,111,27,76,35,94,2,71,9,0,3,1,2,2,1,1,134,2,2,13,0,1,1,1,1,1,3
9083,6665,6254,6034,105,9251,9254,4,3278,464,8876,4168,13,1,20,6034,4055,146,342,96,100,54,111,27,76,38,105,0,72,4,3,0,1,2,2,1,1,116,2,2,13,0,1,1,1,1,1,3
9104,6687,6255,2600,142,6495,6511,4,2857,535,6081,934,4,1,20,2639,1666,713,4654,302,29,1092,70,27,107,40,142,6,70,0,1,1,1,2,2,1,1,714,2,2,13,0,1,1,1,1,1,3
9093,6675,6256,2982,133,9249,9252,4,3248,465,1481,2001,23,1,26,3019,1947,166,1468,118,100,233,71,27,87,43,133,3,71,2,3,0,1,3,3,2,2,1457,3,3,13,0,1,1,1,1,1,3
9107,6690,6257,4955,120,9252,9255,4,3294,463,4593,3509,13,1,11,4965,3332,108,3838,64,100,46,102,27,62,46,120,4,72,3,3,0,1,2,2,1,1,522,2,2,13,0,1,1,1,1,1,3
9026,6602,6258,69,77,2480,2499,4,2338,488,6500,44,23,0,0,126,43,399,3212,655,104,730,86,20,89,28,77,3,67,2,3,0,1,3,3,2,2,2284,3,3,13,0,2,2,2,2,1,3
9076,6658,6259,2599,159,6501,6517,4,3196,535,6970,934,23,1,20,2638,1666,315,298,302,123,1092,292,31,107,44,159,11,71,11,0,3,1,3,3,1,1,995,3,3,13,0,2,2,2,2,1,3
9080,6662,6260,271,144,2564,2583,4,3225,486,6081,182,8,1,25,324,183,265,2299,322,100,526,69,27,102,41,144,1,71,10,0,3,1,2,2,1,1,270,2,2,13,0,2,2,2,2,1,3
9077,6659,6261,1074,159,6504,6520,4,3303,535,8701,3612,23,1,11,1122,731,178,5176,286,75,1092,176,30,107,44,159,5,72,7,1,1,1,2,2,1,1,873,2,2,13,0,1,1,1,1,1,3
8600,6144,6262,4179,61,8810,8815,4,2090,464,6081,2880,13,1,11,4198,2798,83,4989,45,100,54,92,27,76,27,61,1,66,10,0,3,1,1,1,1,1,89,1,1,13,0,1,1,1,1,2,2
4671,2025,6263,4295,134,599,623,4,3178,828,6099,2979,8,0,0,4329,2884,287,2504,383,101,631,68,24,87,43,134,10,71,1,2,2,1,4,5,3,4,5144,4,5,13,0,2,2,2,2,1,3
4747,2106,6264,3685,135,3550,3570,4,1980,232,6100,2521,8,0,0,3709,2441,425,3111,797,100,642,100,27,107,38,135,6,66,0,1,1,1,3,3,2,2,2236,3,3,13,0,2,2,2,2,1,3
5908,3316,6265,2810,102,3862,3882,4,2651,1047,6102,1870,26,0,0,2849,1811,214,1844,335,81,344,70,26,93,33,102,7,69,8,1,1,1,3,3,2,2,1624,3,3,13,0,1,1,1,1,1,3
5910,3318,6266,3940,204,9009,9012,4,2961,1844,3995,2696,22,0,0,3960,2614,245,3674,166,122,224,100,57,169,38,204,11,70,11,0,3,1,5,0,4,0,5,5,0,13,0,2,2,2,2,4,4
10840,8593,6267,5323,170,5540,5556,4,1028,1209,6103,3714,19,0,0,5326,3621,353,1026,1119,60,454,100,29,142,38,170,8,59,6,2,2,1,3,3,1,1,1274,3,3,13,0,2,2,2,2,1,3
7413,4899,6268,3773,83,2421,2440,4,1562,486,6104,2585,23,1,11,3797,2503,483,1457,888,106,526,128,20,102,26,83,2,63,9,0,3,1,2,2,1,1,188,2,2,13,0,0,0,3,3,1,3
2381,9947,6269,5708,86,9900,9901,6,2117,990,6105,3966,9,1,11,5708,3860,218,5001,279,89,318,75,20,111,25,86,2,66,9,0,3,3,3,3,2,2,3148,3,3,19,21,1,1,1,1,1,3
4785,2147,6270,4965,127,3947,3967,4,538,19,6106,3427,23,0,0,4975,3342,388,1238,723,96,544,100,30,99,38,127,7,52,8,1,1,1,4,5,0,3,5042,4,5,13,0,2,2,2,2,1,3
81,1118,6271,3908,81,6603,6619,4,2733,2097,6107,2671,9,0,0,3928,2589,442,4044,1109,76,698,99,26,86,29,81,11,69,11,0,3,1,1,1,4,0,59,1,1,13,0,2,2,2,2,1,3
9671,7338,6272,1772,61,4823,4844,4,514,177,6108,2240,26,1,11,1813,1215,168,2539,207,80,574,44,18,85,25,61,3,51,2,3,0,1,5,0,4,0,3,5,0,13,0,1,1,1,1,2,2
5457,2797,6273,5549,112,3561,3581,4,2389,225,9050,4050,28,1,25,5550,3746,442,710,669,116,571,112,27,87,37,112,5,68,7,1,1,1,3,3,1,1,1145,3,3,13,0,2,2,2,2,1,3
393,1023,6274,4712,111,7696,7708,4,1616,785,6109,3248,28,1,11,4724,3158,108,2874,823,34,668,34,23,90,36,111,5,64,7,1,1,1,1,1,1,1,35,1,1,13,0,1,1,1,1,1,3
2848,136,6275,5501,80,6321,6338,4,3143,1744,6110,3812,27,1,11,5503,3712,502,2676,1027,10,934,79,16,74,32,80,9,71,5,2,2,1,3,3,2,2,2011,3,3,13,0,4,4,0,0,1,3
6215,3642,6276,64,117,2875,2894,4,2883,2019,6111,40,28,0,0,119,38,355,4887,409,121,609,86,29,88,38,117,7,70,8,1,1,1,3,3,2,2,3098,3,3,13,0,2,2,2,2,1,3
3556,841,6277,3607,119,3860,3880,4,1613,2137,6112,2466,9,1,11,3631,2390,108,1888,157,76,184,65,28,88,39,119,5,64,7,1,1,1,2,2,1,1,226,2,2,13,0,1,1,1,1,1,3
9808,7476,6278,2815,71,3650,3670,4,3282,225,6113,1876,20,1,11,2854,1816,371,119,623,100,571,93,27,87,27,71,4,72,3,3,0,1,2,2,1,1,943,3,3,13,0,2,2,2,2,2,2
11005,8761,6279,2615,127,2198,2218,4,3282,1091,6114,1727,0,1,11,2654,1672,441,3133,776,106,506,118,30,56,50,127,4,72,3,3,0,1,0,4,0,3,4441,0,4,13,0,2,2,2,2,1,3
9830,7502,6280,5445,167,6952,6967,4,1217,537,6115,3795,23,1,11,5448,3694,370,2673,622,100,207,16,27,110,45,167,9,61,5,2,2,1,1,1,4,0,32,1,1,13,0,4,4,0,0,1,3
4835,2196,6281,5461,134,4774,4794,4,849,177,6116,3807,23,1,11,5463,3705,223,2986,575,64,574,56,26,85,43,134,7,57,8,1,1,1,2,2,1,1,363,2,2,13,0,1,1,1,1,1,3
651,3045,6282,2924,128,2977,2996,4,634,151,6117,1957,2,0,0,2962,1905,178,4459,139,100,758,38,27,88,41,128,8,54,6,2,2,1,2,2,1,1,663,2,2,13,0,1,1,1,1,1,3
649,3038,6283,1190,155,4394,4415,4,1544,202,6117,819,27,1,11,1238,811,353,940,573,100,546,90,27,106,43,155,1,63,10,0,3,1,3,3,1,1,1240,3,3,13,0,2,2,2,2,1,3
2861,149,6284,1940,109,7549,7562,4,1623,86,6119,1363,2,0,0,1982,1312,291,3873,447,94,379,91,29,133,26,109,5,64,7,1,1,1,1,1,4,0,55,1,1,13,0,2,2,2,2,1,3
2856,143,6285,1940,104,7548,7561,3,1476,86,6118,1363,23,0,0,1982,1312,353,3750,447,114,379,110,27,133,25,104,7,63,8,1,1,1,1,1,4,0,52,1,1,22,0,2,2,2,2,1,3
4623,1977,6286,5911,151,8832,8837,4,1922,1770,6123,4112,23,0,0,5911,4001,146,2,96,100,326,56,27,90,47,151,3,65,2,3,0,1,5,0,4,0,10,1,1,13,0,1,1,1,1,1,3
